1,2,3,4,5,6,7
哭哀,后来 你找我和好 我承认还爱你 但我不能答应你了 因为你可以渣 而我不可以再贱了,2018年6月9日,76221,感谢你曾来过,周思涵/Ayo97,作词 : 周思涵/Ayo97作曲 : 周思涵/Ayo97你最近过的还好吗我故事里的那个她海南的冬天没有雪但不影响他开着花自从你走后我回到了那个没有你的家就是在这个地方我说我要娶了她你是我这一辈子最最难忘的关卡我抱着吉他被暴雨淋伤到你家楼下为你四处游荡做了一个只会歌唱的傻瓜你才不是一个没人要的女同学谁会不厌其烦的安慰那无知的少年我走进了你的世界别怪我太耀眼我愿意用我十年奋斗换你一个小时的笑脸你当时特别的可爱但能不能靠近点你不说真心话你让我怎么为你大冒险曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断的在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我人总要学着孤独试着慢慢去长大遗憾就遗憾吧当你重新回到这你送我的我都不要了我希望你也会笑着走过去前面的路口以后我们的故事就到这嘿干嘛不讲话我希望你过的更好我也不会放不下别继续看着我你确实应该听你爸只有看着你的背影我才能说出心里话曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我呼……嘿耶……哦……感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我OP：汇音文化展开
Visionsm,＂如果你喜欢一个人，一定要告诉她不是为了要她报答，而是让她在以后黑暗的日子里，否定自己的时候，想起世界上还有人这么喜欢她她并非一无是处。＂,2018年3月1日,72601,感谢你曾来过,周思涵/Ayo97,作词 : 周思涵/Ayo97作曲 : 周思涵/Ayo97你最近过的还好吗我故事里的那个她海南的冬天没有雪但不影响他开着花自从你走后我回到了那个没有你的家就是在这个地方我说我要娶了她你是我这一辈子最最难忘的关卡我抱着吉他被暴雨淋伤到你家楼下为你四处游荡做了一个只会歌唱的傻瓜你才不是一个没人要的女同学谁会不厌其烦的安慰那无知的少年我走进了你的世界别怪我太耀眼我愿意用我十年奋斗换你一个小时的笑脸你当时特别的可爱但能不能靠近点你不说真心话你让我怎么为你大冒险曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断的在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我人总要学着孤独试着慢慢去长大遗憾就遗憾吧当你重新回到这你送我的我都不要了我希望你也会笑着走过去前面的路口以后我们的故事就到这嘿干嘛不讲话我希望你过的更好我也不会放不下别继续看着我你确实应该听你爸只有看着你的背影我才能说出心里话曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我呼……嘿耶……哦……感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我OP：汇音文化展开
音乐人陈宏,喜欢一人始于颜值陷于才华忠于人品痴于肉体迷于声音醉于深情折于物质败于现实,2019年3月9日,60677,感谢你曾来过,周思涵/Ayo97,作词 : 周思涵/Ayo97作曲 : 周思涵/Ayo97你最近过的还好吗我故事里的那个她海南的冬天没有雪但不影响他开着花自从你走后我回到了那个没有你的家就是在这个地方我说我要娶了她你是我这一辈子最最难忘的关卡我抱着吉他被暴雨淋伤到你家楼下为你四处游荡做了一个只会歌唱的傻瓜你才不是一个没人要的女同学谁会不厌其烦的安慰那无知的少年我走进了你的世界别怪我太耀眼我愿意用我十年奋斗换你一个小时的笑脸你当时特别的可爱但能不能靠近点你不说真心话你让我怎么为你大冒险曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断的在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我人总要学着孤独试着慢慢去长大遗憾就遗憾吧当你重新回到这你送我的我都不要了我希望你也会笑着走过去前面的路口以后我们的故事就到这嘿干嘛不讲话我希望你过的更好我也不会放不下别继续看着我你确实应该听你爸只有看着你的背影我才能说出心里话曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我呼……嘿耶……哦……感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我OP：汇音文化展开
一串孤独的烤腰子,你不说真心话，怎么让我为你大冒险。,2018年4月3日,59095,感谢你曾来过,周思涵/Ayo97,作词 : 周思涵/Ayo97作曲 : 周思涵/Ayo97你最近过的还好吗我故事里的那个她海南的冬天没有雪但不影响他开着花自从你走后我回到了那个没有你的家就是在这个地方我说我要娶了她你是我这一辈子最最难忘的关卡我抱着吉他被暴雨淋伤到你家楼下为你四处游荡做了一个只会歌唱的傻瓜你才不是一个没人要的女同学谁会不厌其烦的安慰那无知的少年我走进了你的世界别怪我太耀眼我愿意用我十年奋斗换你一个小时的笑脸你当时特别的可爱但能不能靠近点你不说真心话你让我怎么为你大冒险曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断的在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我人总要学着孤独试着慢慢去长大遗憾就遗憾吧当你重新回到这你送我的我都不要了我希望你也会笑着走过去前面的路口以后我们的故事就到这嘿干嘛不讲话我希望你过的更好我也不会放不下别继续看着我你确实应该听你爸只有看着你的背影我才能说出心里话曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我呼……嘿耶……哦……感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我OP：汇音文化展开
王咂咂,他专一 我多情他喝点酒就多 我千杯不醉他闻见烟味就头疼 我两天一包烟他是最暖最贴心的暖男 我是渣到要死的渣男他是以前的我 我是现在的他,2019年1月26日,30683,感谢你曾来过,周思涵/Ayo97,作词 : 周思涵/Ayo97作曲 : 周思涵/Ayo97你最近过的还好吗我故事里的那个她海南的冬天没有雪但不影响他开着花自从你走后我回到了那个没有你的家就是在这个地方我说我要娶了她你是我这一辈子最最难忘的关卡我抱着吉他被暴雨淋伤到你家楼下为你四处游荡做了一个只会歌唱的傻瓜你才不是一个没人要的女同学谁会不厌其烦的安慰那无知的少年我走进了你的世界别怪我太耀眼我愿意用我十年奋斗换你一个小时的笑脸你当时特别的可爱但能不能靠近点你不说真心话你让我怎么为你大冒险曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断的在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我人总要学着孤独试着慢慢去长大遗憾就遗憾吧当你重新回到这你送我的我都不要了我希望你也会笑着走过去前面的路口以后我们的故事就到这嘿干嘛不讲话我希望你过的更好我也不会放不下别继续看着我你确实应该听你爸只有看着你的背影我才能说出心里话曾经的照片还留在那个房间曾经的一切还印在我心里面感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我呼……嘿耶……哦……感谢你曾经来过就算你是个过客我也无法割舍不得我说的每句话你都已听不见回忆的一幕幕不断在浮现不后悔曾经爱过哭过痛过都值得如果难过也不要忘了我忘了我OP：汇音文化展开
晗晗呀毛毛,我的妈妈她有点世俗，有点贪小便宜，有点做作，甚至有时候有点虚假，但她却努力教我所有美好的品质，她想我成为好的人，一切的不堪她都一个人承受，只是因为我是她的女儿。,2018年7月3日,12.3万,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
说故事的未成年,你传的照片，是我离家时的床铺你说好久了，屋子都没人住我总有办法打断你的叮嘱多数是不耐烦，少数是想哭 我总说自己要减轻你的辛苦要自己去闯自己的路以为自己足够光彩夺目却被你一眼看穿艰辛苦楚 传说上帝无法亲力亲为所有守护派仙女下凡，做人间的公主从此，一切美好，在柴米油盐中驻足,2018年7月3日,10.4万,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
__何妨__,海味山珍比不过一荤一素油盐酱醋是她细密的叮嘱她用双手编织你远行的路然后笑着送别，站成一棵树她知道你受万人瞩目也知道你多辛苦好好睡吧，让她亲亲你渗出的泪珠别不开心，她喜欢你嘴角上扬的弧度,2018年7月3日,51266,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
agatha921,毛不易真是一个哲学家，《奇遇人生》里面说了好多经典语录,2018年10月17日,42188,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
81十二,我慢慢地、慢慢地了解到，所谓父女母子一场，只不过意味着，你和他的缘分就是今生今世不断地在目送他的背影渐行渐远。你站在小路的这一端，看着他逐渐消失在小路转弯的地方，而且，他用背影默默告诉你,2018年7月3日,38772,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
钉子户户_,一荤一素也真好代表了母亲这个角色吧。她可以为你变得世俗，但她想把这个世界最纯净的给你。,2018年7月3日,28449,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
是嘿嘿诶,一荤配一素，一汤配一饭平常日子里，不紧也不慢你给我港湾，我给你期盼走时抬头望天，忍住珠泪涟涟忘了回头看，他人形只影单远行，是孤寂的身影送别，是难耐的情绪他乡，是未知的故里忘了有多久没回到这个港湾，忘了她的期盼，就回去吧，停下远行的脚步，月儿正明，风儿正轻，吃一顿热腾腾的饭,2018年7月3日,19018,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
钉子户户_,我面前啊是高高的天，是长长的路，我不敢回头看啊，她有没有哭。,2018年7月3日,17357,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
Hey_tata,听得我好难过。阿雅问毛不易，人生最难忘的时刻是什么时候？ 毛不易的回答极其平静却让许多人动容,2020年5月2日,16182,一荤一素,毛不易,作词 : 毛不易作曲 : 毛不易编曲 : 赵兆/宋涛制作人 : 李健/赵兆日出又日落 深处再深处一张小方桌 有一荤一素一个身影从容地忙忙碌碌一双手让这时光有了温度太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻太年轻的人 他总是不满足固执地不愿停下 远行的脚步望着高高的天走了长长的路忘了回头看 她有没有哭月儿明 风儿轻可是你在敲打我的窗棂听到这儿你就别担心其实我过的还可以月儿明 风儿轻你又可曾来过我的梦里一定是你来时太小心知道我睡得轻一定是你来时太小心怕我再想起你键盘Keyboard：宋涛吉他Guitar：薛峰贝斯Bass：韩阳合音Backing Vocal：赵兆黑管Clarinet：李为弦乐Strings：国际首席爱乐乐团International Master Philharmonic Orchestra混音Mixing：李游母带Mastering：Joe LaPorta .（Sterling Sound. NY）录音棚Studio：55TEC . Beijing录音Recording：李游 李杨人声录音Vocal Recording：李杨人声编辑Vocal Editing：李杨录音助理Recording Assistants：郭舒文 邢铜音乐制作发行produced and distributed: 哇唧唧哇×智慧大狗展开
