1,2,3,4,5,6,7
而迷,男孩子很聪明的他什么都知道也什么都会知道什么能让你安心开心知道什么会让你伤心难过但他就偏偏装不懂因为他不喜欢你,2018年11月19日,63278,即兴,小咪,111
盼你温柔,别逼一个最爱你的人即兴表演.,2018年11月19日,46044,即兴,小咪,111
第二杯半价鸭,慢热真可怕 人家已经腻了 而我却刚刚爱上。,2018年11月19日,43802,即兴,小咪,111
帐号已注销,我一直都觉得，最难过的瞬间一定不是你爱而不得的时候，而是你明白，你和这个人真的没有以后了。以后，他给过你的没有给过你的，都要给另一个人了，而你，连眼红都没有资格。,2018年11月19日,42037,即兴,小咪,111
itsrena77,小咪终于要出即兴了 那首我循化快2w多遍的歌 那时候即使没有完整版 但琦琦明天都会在小咪的电台 循环那只有30几秒的即兴 感谢那首歌在我最难过的时候陪着我……,2018年11月19日,35238,即兴,小咪,111
为我失神,我们复合吧 我们重蹈覆辙我们互相折磨。,2018年11月19日,28846,即兴,小咪,111
FIooey,他可能明天就回来了我不能喜欢上别人,2018年11月20日,27097,即兴,小咪,111
奶季yy,一定有很深的执念 才会山海皆可平吧 如果爱能磨平山海 如果分手能再表白 我错过你了吗 算啦 我等你吧...,2018年11月19日,17954,即兴,小咪,111
酷酷的布里茨,这是一类人，心狠的程度都差不多,2018年12月20日,14331,即兴,小咪,111
千亦耶,我爱的你，从不后悔❤️@喵摸汪,2018年11月19日,13603,即兴,小咪,111
余佳运,有一天，你会觉得等待或被等待都是一件美好的事情。等下次再见面的时候，我们都将会成为更好的自己。,2018年11月20日,51812,九月底,余佳运,111
Melody王宗介,我总喜欢问你在干嘛看着哪个电视台是以什么样的姿势躺在沙发上吃着什么口味的冰淇淋窗外的天气是什么样我只知道当我了解了这些好像就会一有点靠近的感觉,2018年11月20日,13466,九月底,余佳运,111
刘松松松松,二十三阵春风起二十三声蝉鸣疲二十三场黄梅雨二十三许煎雪期二十三年岁月里 在今年九月底我再次遇到你我真的喜欢你GY,2018年11月20日,9054,九月底,余佳运,111
你无法改变这分分秒秒,一直向西走，越过晨昏线，越过日界线，回到初识你的那一天。 ——《高中必刷题地理必修一》 ​​​,2018年12月1日,7824,九月底,余佳运,111
小w在火山烤玉米,《九月底》《我想》《和你》《在一起》,2021年6月21日,7663,九月底,余佳运,111
72的头发乱了喔-,“在他的马思唯中发现了我的余佳运 我就知道他也喜欢我辣”,2021年2月26日,7515,九月底,余佳运,111
归无散,我提的分手 可我还是喜欢他,2021年2月2日,6592,九月底,余佳运,111
改天浪漫,据说遥远的月亮每年都会发生一千多次月震，月亮轻颤，地球上的人却浑然不知。这也太浪漫了吧，就像当你站在我的面前，我的心也在粉碎呢，只是那些惊心动魄你永远不会知道。,2018年11月20日,6567,九月底,余佳运,111
长年做梦_,我的嘴真笨 总能把天聊死了 跟你找话题好难 何况我有这么喜欢你 连发个表情包都要挑拣半天呢 我最近开始期待夜晚了 每一句轻飘飘的晚安都是我难以启齿的心事 你听得见吗 其实我在说 今天我也很喜欢你,2018年11月20日,6223,九月底,余佳运,111
迪普哈格,这周五要唱老余的歌参加校园十佳歌手比赛 我也想把老余唱给别人听哈哈,2018年11月20日,4611,九月底,余佳运,111
PAxPP,什么破歌 这么好哭 什么破天气 下这么大的雨,2020年9月25日,3985,九月底,余佳运,111
TrampoIine,这个季节很干净 而且很冷,2018年11月20日,3728,九月底,余佳运,111
一级女友,我不知道你现在在干什么，我只知道接下来的三个小时里，我应该会失眠，失眠的时候我不会数羊，那是没出息的人做的事情，像我这种更没有出息的人，只会想你。,2018年11月20日,3250,九月底,余佳运,111
甜甜是人间水蜜桃,希望下一次戀愛 从告白和一束花开始,2021年3月2日,3108,九月底,余佳运,111
irisheep,我太想成为和你站在海边的那个人了,2021年1月22日,3064,九月底,余佳运,111
DannyAvilaOfficial,🌟End Of The Night 🌟,2018年11月16日,79117,End Of The Night,Danny Avila,111
i唐斯颖,网易让我放弃了90%的中文歌,2019年8月6日,43580,End Of The Night,Danny Avila,111
lmsrry,决定放弃的事情 就请放弃的干干净净,2019年5月25日,37926,End Of The Night,Danny Avila,111
hoyr,听到前部分:真好听听到高潮:r尼玛的怎么是这首歌,2019年12月30日,23987,End Of The Night,Danny Avila,111
颓废机器,我渴望见你一面，但我不会要求见你一面，这并不是我骄傲，我在你面前毫无骄傲可言，只是只有你也想见我了，我们的见面才会有意义。——西蒙·波娃《越洋情书》,2019年6月19日,17916,End Of The Night,Danny Avila,111
NANAG-,从今晚开始 好好生活,2019年6月19日,14583,End Of The Night,Danny Avila,111
陨入星辰,贼喜欢中间纯音乐的那段，给人一种很舒服，很轻松的感觉,2019年6月30日,12957,End Of The Night,Danny Avila,111
遇见便是上上签了,实话了，但就因为第三个，就喜欢了,2019年6月30日,10857,End Of The Night,Danny Avila,111
梁Gj,然后再去ktv时你已无歌可点,2019年8月7日,10441,End Of The Night,Danny Avila,111
我是亮亮阿,凭什么你复制个名字就能骗200个赞，我绞尽脑汁都不行,2018年12月21日,8341,End Of The Night,Danny Avila,111
山河草木,太过热情总是不被珍惜这是真理,2018年12月21日,6315,End Of The Night,Danny Avila,111
狟溺,如果这首歌也是你的日推，那么，陌生人，我们有共同喜好了呢～,2019年8月7日,4483,End Of The Night,Danny Avila,111
小陀螺Tony,每遇到一首好听的让人心动的歌，我都想着第一时间分享给更多的伙伴们听，你呢,2018年11月23日,4330,End Of The Night,Danny Avila,111
welphenEDM,Danny Avila做梦也没想到他的这首歌在中国这么火,2019年10月23日,4317,End Of The Night,Danny Avila,111
koi小佳宝,要是没成功你给网易冲648个648,2020年5月11日,2302,End Of The Night,Danny Avila,111
李棒棒Muti,当一片湖爱上一朵云。她的瞬息万变让人着迷。决定了爱便要誓不休。即使蒸发自己，才能拥抱到她。,2018年10月31日,87058,湖,李棒棒Muti,111
李棒棒Muti,谢谢你们的支持，让我还能坚持做我爱的音乐，而不是顺市场而行。走不动了就想想初心，共勉。,2018年10月31日,51670,湖,李棒棒Muti,111
吴祀恩,你可以走出我的生活 但却走不出我的生命 祝福你 再见,2019年3月10日,27714,湖,李棒棒Muti,111
张杰峻,编曲的来打Call的🤙🏻🤙🏻,2018年10月31日,16393,湖,李棒棒Muti,111
巨凶,你一眨眼 温驯的小鹿有跳动一下 柔软的暖风有轻拂一下 遥远的星星有闪烁一下 我也有心动 却不止一下,2018年11月17日,14493,湖,李棒棒Muti,111
心碎老头_杨小頔,为你登上远方的山和你相依平静的湖,2018年10月31日,11359,湖,李棒棒Muti,111
李棒棒Muti,999了，今天又没下雨,2018年11月18日,10425,湖,李棒棒Muti,111
李棒棒Muti,今天又没下雨，晚安💤,2018年11月18日,8322,湖,李棒棒Muti,111
李棒棒Muti,晚安，今天还是没下雨🌧️,2018年11月16日,7573,湖,李棒棒Muti,111
桜饼兔,好看的女孩太多了 ，我惊艳不了那爷们,2021年2月2日,5187,湖,李棒棒Muti,111
总裁夫人预备人员,“我清心寡欲和我想睡你有什么关系”,2020年2月22日,4728,湖,李棒棒Muti,111
吃章鱼的派大星,章鱼同学🐙我热情拥抱光的冲击不顾一切蒸发自己飘到空中只为可以拥抱你。,2019年3月25日,3981,湖,李棒棒Muti,111
MoRulan,这首歌我就不收藏不下载了，如果有人看到这句话的话麻烦留个赞，收到消息我就会进来听一遍，算是我自己给自己的一个惊喜吧。,2019年10月15日,3290,湖,李棒棒Muti,111
熊猫爱打篮球,湖喜欢上了云蒸发了自己去拥抱云可云打算随风而去湖干了降了雨雨化为水滋润了湖水中的鱼遇见了水七秒后忘记,2021年8月9日,2742,湖,李棒棒Muti,111
张larb,这还是 我们学校起床铃。。😮,2021年7月17日,2542,湖,李棒棒Muti,111
帐号已注销,当你越来越优秀的时候，就会遇见越来越好的人,2020年5月13日,17388,I Want You,Elaine,111
桒桒-,喜欢 但是这歌名不太好分享,2020年11月25日,15439,I Want You,Elaine,111
Pierrotie,很喜欢这首温柔的歌，用现有的一点知识翻译了它，若有纰漏请及时指出，谢谢你。“世界的温柔，是及时的温柔和干净的你”,2020年3月24日,6902,I Want You,Elaine,111
安寸,我的眼睛近视，会把路灯当成月亮,2020年11月7日,5127,I Want You,Elaine,111
小GUOO,最大的错觉就是——他也喜欢我,2020年9月20日,4643,I Want You,Elaine,111
挽星想要星星,双向暗恋也出现在我身上了诶！我们几乎是在同一时间爱上对方的…三年了。彼此见证了各自的长大，从懵懂到成熟，从喜欢到爱，从普通到优秀……真的……我真的好幸运。,2020年11月15日,4412,I Want You,Elaine,111
救命我挂星星上了,亚洲人和西方语系发音真的不太一样诶，唇齿中多了很多缱绻的意味，虽然能一下子听出来不是欧美人但是韩国歌手里英语这么标准的也挺少的？喜欢这首歌🌸,2020年6月26日,4371,I Want You,Elaine,111
在野丨,我像个变态一样偷窥与她有关的一切，发现她喜欢的歌和她的人一般温柔。,2021年3月7日,4277,I Want You,Elaine,111
BLing_CICI,“我在喜欢一个和我没有未来的人”,2020年7月22日,3648,I Want You,Elaine,111
梼杌ww,救命，这什么让人失去性取向的声音啊！,2020年12月22日,3585,I Want You,Elaine,111
喜儿年糕,她竟是韩国人。。这发音好欧美,2021年8月9日,2947,I Want You,Elaine,111
ya姗姗最近吃饱了吗,教大家怎么正确的挑选眼霜平价,2021年7月12日,2584,I Want You,Elaine,111
栽进月光里_,确实 想分享但却有顾虑,2020年11月26日,2363,I Want You,Elaine,111
qn把快乐还我,自我调节真的是我疏远你的开始,2021年7月22日,2320,I Want You,Elaine,111
桃了桃了ooo,早知道就不同意添加好友了 小东西还挺难忘,2021年2月26日,2260,I Want You,Elaine,111
Daetaenggu,我的天，开口跪啊！明明是自己出道十周年却要发歌开演唱会给粉丝们礼物，宠粉狂魔无疑了。这次新歌的风格也是知恩出道十周年首次尝试，知恩拍摄时宣誓要像牛一样工作，要一直创作，要为了我们发光，要和我们一直永远只走花路！这样的歌手，不，是艺术家，脱粉算我输！ 李知恩，出道十周年快乐💗,2018年10月10日,25.8万,삐삐（BBIBBI）,IU,111
Purpura_723,“为了让Uaena不脱饭，我宣誓会像牛一样工作，为了让Uaena们一直耳朵享福，我宣誓要一直制作，演唱帅气的音乐。 我宣誓我会像毫不吝啬的大树一样，在同一位置上为了Uaena而发光。 我宣誓要和Uaena一起永远只走花路” 这样的人我怎能不爱,2018年10月10日,14.2万,삐삐（BBIBBI）,IU,111
-游手大仙,IU，算是我最喜欢的韩国女歌手了。总感觉她和其他的女歌手不一样，清纯时可以很清纯，性感时可以很性感。黑棕色的头发，左脸的痣，暖暖的笑，紫色的话筒，她就这样在人群中闪闪发光,2018年10月10日,12.9万,삐삐（BBIBBI）,IU,111
帐号已注销,IU和Uaena们都冲鸭!!,2018年10月10日,60620,삐삐（BBIBBI）,IU,111
阿万还有个名字叫哼哼,“大家好呀. 不用担心我. 因为无论何时 我都会做得更好的.”,2018年10月11日,45801,삐삐（BBIBBI）,IU,111
Xue雪Xuexuexue,IU给我的感觉一直都是写的歌词就像诗一样，听IU说她是抱着写情书的心情来写的。还有，淡淡的曲风让人一听就是IU出品，如果把泡菜的曲风比喻成饮料，那女团们的歌就像是可乐，一时半会很兴奋，喝多了却不好。而独立乐团就是甜甜的果汁，比可乐有营养，可是喝多了会腻，而IU的歌就是一杯茶，解渴。,2018年10月10日,39486,삐삐（BBIBBI）,IU,111
onlyU-IU李知恩,专辑介绍,2018年10月10日,26607,삐삐（BBIBBI）,IU,111
shkuenIU,果然我U什么风格都能轻松驾驭十周年纪念单曲啊啊啊啊太激动了呜呜,2018年10月10日,26471,삐삐（BBIBBI）,IU,111
一个可爱琳_,IU和Uaena 接下来的20周年…30周年…永远在一起 走花路！！知恩啊 被你守护着真的好幸福 十年了一路走来很不容易 希望接下来的十年你能轻松点 Uaena会和你一起创造灿烂美好的明天 我宣誓永远爱知恩姐姐！！❤❤❤,2018年10月10日,15701,삐삐（BBIBBI）,IU,111
金暗洙,空降Melon,2018年10月10日,11785,삐삐（BBIBBI）,IU,111
不用开组会的小罗,真的是送给粉丝的吗这歌词.....,2020年3月30日,11528,삐삐（BBIBBI）,IU,111
卍冇心卍,我本来坚决不踏入韩圈 谁知道半路杀出个BLACKPINK和IU[多多捂脸],2020年7月27日,11139,삐삐（BBIBBI）,IU,111
小馒头泡牛奶,“不懂的话现在开始背背”哈哈哈知恩太帅了,2018年10月11日,10170,삐삐（BBIBBI）,IU,111
careforwen,公主的梦境 藏着星星 湖泊 一片森林,2018年10月12日,9665,삐삐（BBIBBI）,IU,111
Reck7ess_,感谢网易云 我爱iu。,2018年10月10日,7580,삐삐（BBIBBI）,IU,111
帐号已注销,原来真的有两个人，互相惦念互相喜欢，却没有在一起,2019年1月15日,55.9万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
瞌睡悠米,最遗憾的是，我们连合照都没有:(,2019年1月24日,33.2万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
失眠在冬日,不想和你分开 超想和你有以后,2018年10月12日,20.6万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
施情画易,“如果还有来生，你想做什么。？”“除了做人，什么都行。戒指，眼镜，床，日记。”“下辈子做这些东西？有什么意思？”“你可以把我买回去，在你身边永远都有意思。”——《比悲伤更悲伤的故事》,2018年12月12日,17.8万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
Ebb--,"有些人很奇怪,不爱你还不放过你.有些人更奇怪,爱你还放过你.",2019年3月15日,16.7万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
撼ww,“我煮了晚饭你要不要吃” “不吃” “你不吃以后我结婚了你就吃不到了” ​,2019年3月15日,14.3万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
帐号已注销,今年21，最爱的你去世四年，为你束缚了思想。有时候不想提起你，因为一提起你就止不住的想你。但是身边的朋友却总是问我这种问题，每次都回避，因为真怕自己哭出来。对了，你母亲她身体很棒，每个周我都会去看她，放心好了。还有一件你最牵挂的事情，我也很好，事业非常成功！我爱你，一直很爱。,2019年3月25日,13.9万,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
找不到了喔-,幸好，幸好电影的最后没有那句“电影根据真实故事改编”。,2019年3月16日,86591,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
这又是你跟女孩子搭讪的花招吗,有一种悲伤 我们都错过了我们对方,2018年10月12日,82888,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
陈陈hongyou,作为一个卖少女酒的老板，周末和女朋友去看电影，顺便带了一小瓶樱桃酒和女朋友去喝，我们边看边喝，我女朋友说她又晕又难过，一直哭，说怪我用酒放大她的情绪，，这是一个比悲伤更悲伤的故事？！,2019年3月28日,69098,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
是香菜菜菜子呐,在《比悲伤更悲伤的故事中》，其实很多铺垫可以看出女主知道男主时日不多了，拿录音机录下男主的声音，问一些奇奇怪怪的问题，很想男主奋不顾身来爱她，但又想如男主所愿嫁个好男人，她最想嫁的是你啊，可是你却娶不了她。她就只能在嫁给别的男人的时候，跟你一起走红毯，这样，你们就等于结婚了。,2018年12月13日,63292,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
不喝冰美式_,这歌有毒，初次听不惊艳，但却越听越好听，像有魔力一样，开启了单曲循环,2018年10月21日,56243,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
告别笔记,A-Lin每次发新歌，我都会怀着有些儿激动的心情等到午夜12点。对我来说，她的歌声是值得等待的礼物，而且是从来不会让人失望的礼物。在我心中A-Lin是当今华语乐坛最有影响力的存在，她代表着娱乐圈炒作浮夸的反面，是那种脚踏实地、只靠绝对的实力默默成长的艺人。加油！,2018年10月13日,28447,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
今日多云转晴v,我更加愿意相信 互相惦记的两个人不会错过。,2019年3月12日,22449,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
帐号已注销,爱情如果需要解释的话，就不会因为有人因为它痛苦了。3.16 18点40第一排的那个牛仔外套的小姐姐要幸福啊❤,2019年3月20日,16967,有一种悲伤（电影《比悲伤更悲伤的故事》主题曲）,黄丽玲,111
一然凡心,感觉这个版本更有感觉一些！,2019年3月14日,15072,Let Me Down Slowly (Acoustic),Beth,111
让我再睡一会呗_,他的一张脸内向而优雅，面色苍白，被蜂蜜色的鬈发所围绕，鼻子挺直，嘴型可爱，认真的表情甜美有如神祇，让人想起希腊最高时尚时期的雕塑，具有形式最纯粹的完美，散发出一种无与伦比的个人魅力。 ——《魂断威尼斯》 作者,2019年12月21日,12407,Let Me Down Slowly (Acoustic),Beth,111
am一杯橙汁,如果不是原版涨价了，我想我是听不到这版本了,2020年4月13日,7296,Let Me Down Slowly (Acoustic),Beth,111
一只统漾,有一个男孩喜欢我我也喜欢上了他越来越沉迷有天我发现他有人格分裂而我喜欢的那个是次人格次人格啊一个从绝望中诞生却又将所有温柔给了我的次人格他喜欢上我以后，大部分时间都压着主人格后来啊，主人格把副人格压下去了主人格不喜欢我，他也有自己爱人只要他不想，副人格永远也不会出现了,2020年9月3日,5817,Let Me Down Slowly (Acoustic),Beth,111
普魯卡因__,在外避世工具,2020年9月8日,4468,Let Me Down Slowly (Acoustic),Beth,111
小屁孩_DABP,原来他真的可以忍住不和我联系。,2020年9月12日,3395,Let Me Down Slowly (Acoustic),Beth,111
SLYTHERIN-PYY,昨天中考查分，满分630，考了585。好开心，这样我就可以和他在一个学校了。他是提前批，我是统招。虽然他不知道我喜欢了他好多年，虽然我们都只有16岁，但是我相信我的未来一片光明，我们还有好长的路要走。,2021年6月28日,3290,Let Me Down Slowly (Acoustic),Beth,111
_屿川,热情这东西，耗尽了，就只剩下疲惫和冷漠,2019年4月28日,3174,Let Me Down Slowly (Acoustic),Beth,111
帐号已注销,听过最温柔的一句话“我觉得你状态不对，我想拉你一把”,2020年11月26日,2952,Let Me Down Slowly (Acoustic),Beth,111
HR娱乐,妈,2021年3月21日,2885,Let Me Down Slowly (Acoustic),Beth,111
AnimoMaite,坏人干了一辈子坏事，后来做了一件好事，叫浪子回头。好人做了一辈子好事，后来做了一件坏事 ，叫原形毕露。,2021年4月18日,2405,Let Me Down Slowly (Acoustic),Beth,111
赫连宇墨,所以歌名翻译成中文叫啥合适呢？,2020年8月29日,2195,Let Me Down Slowly (Acoustic),Beth,111
终是樱花会错意,别光喝酒吃点花生米啊,2020年9月17日,2152,Let Me Down Slowly (Acoustic),Beth,111
山内樱雪,"很中意的一段话“只要结局是喜剧，过程你要我怎么哭都行，幸福可以来的慢一些，只要它是真的，如果最后能在一起，晚点我真的无所谓的"" ​​​",2019年11月30日,1858,Let Me Down Slowly (Acoustic),Beth,111
黎戈的私语书,如果一直不谈恋爱的话，会等到一个很好的人吗？,2021年7月7日,1442,Let Me Down Slowly (Acoustic),Beth,111
你不会喜欢山也不会喜欢海,人间荒唐市侩，不如山中做怪。,2018年9月28日,16.6万,出山,花粥/王胜娚,111
北城190125,网易云大大你知道吗？你买版权的样子真的很帅。,2019年2月3日,16.4万,出山,花粥/王胜娚,111
五花肉超好吃,像两只山间女鬼翘腿点烟谈论人间俗世,2018年11月12日,13.9万,出山,花粥/王胜娚,111
祈祷落幕时_soul,花粥唱歌的两种状态 没睡醒、耍流氓,2018年12月16日,79665,出山,花粥/王胜娚,111
慧俊慧俊,花粥是一名优秀的少先队员，英雄联盟召唤师，完全贯彻社会主义核心价值观的神秘地下音乐工作者。2012年独自异军突起的清新派民谣歌手，来自新疆，就读于长沙某高校的普通大学生。在同学们着迷流行音乐，花枝招展的勾搭小伙子时，花粥已经抱着一把杂牌吉他创造了中国民谣歌手的诸多新纪录。,2018年9月28日,69354,出山,花粥/王胜娚,111
用户1929419306,谁能道破红尘，知而不言，食而无感，唾而无痕！,2019年8月3日,64408,出山,花粥/王胜娚,111
你的酒馆对我打了烊-,"""老板 来份花粥 多放点流氓""",2018年12月23日,35151,出山,花粥/王胜娚,111
木木鱼212,有妖一心向善，有人心怀鬼胎有魔回头是岸，有人迷途不返有鬼来世投胎，有人自寻死路有怪欲修人形，有人偏偏作怪,2018年10月27日,30333,出山,花粥/王胜娚,111
Yv_21,霍，因为自己作品被盗版迅速大火?谁想要这种大火,2019年4月15日,26210,出山,花粥/王胜娚,111
云村最靓滴崽,每次上街耳机里放到粥大爷的歌都会不知觉的走起六亲不认的步伐,2018年10月25日,21971,出山,花粥/王胜娚,111
潇洒你冰gg,憋唆话，要上网没钱呢，,2018年12月24日,21860,出山,花粥/王胜娚,111
音乐人陈宏,《出山》给我的感觉是那种，一首歌就能让我想到一个人举世无双、明明如月的郎君，他可以是撑着伞走在人烟稀少、孤独难行的乡间小径，这里的竹子长得枝繁叶茂，忽而他走过我声旁，让我如沐春风。我依稀看清了他的侧颜，我驻足，向后转，想去追，他却早已离我渐行渐远，我看着他走过桥，下了山。,2019年2月26日,20131,出山,花粥/王胜娚,111
羊走-,“暴躁的人其实挺容易哄反倒那些看似永远没脾气的人一旦离开 就无影无踪了”,2018年12月29日,18965,出山,花粥/王胜娚,111
Thementally,真牛逼啊，哪天你呕心沥血地写出来一篇论文无人知晓，被别人润色一番，得了大奖，到时候我就在一边说,2019年4月15日,18378,出山,花粥/王胜娚,111
你怎么还没来亲我,最烦那种说“歌好听就行了啊，干嘛管它是不是盗的”。 笑死啦 。 “儿子聪明就行了啊，干嘛管他是不是隔壁老王的( ･᷄৺･᷅ )”,2020年9月19日,16165,出山,花粥/王胜娚,111
杨伯斯,"今年高考，全国1卷英语考试阅读题C篇第2题,根据句意猜词意，考的单词dominant我直接省略了看原文的过程，玩lo|的谁还不知道dominanting (主宰比赛) 的意思没有不会学习的学生，只有不会玩游戏的学生感谢英雄联盟，为我争取了宝贵的2分钟",2018年9月28日,28.5万,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
The_Glitch_Mob,THANK YOU for your support ⚔️ See you in Korea,2018年9月29日,15.4万,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
無惡w,RISE=RNG Instructs S8 Emperor，懂了⑧？段坤他說的 耶穌也攔不住，沙尖咀段坤說的！,2018年9月28日,12.2万,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
IrunDior,他不叫阿水，他也不叫接Q辣舞。他叫喻文波，JackeyLove。是LPL自UZI以来第二个以17岁年龄进入世界赛的少年。如果赢了下G2，JKL会得到无数的夸奖，输了也许又会得到一堆类似接Q辣舞、水皇这样的外号，但无论结果如何，世界赛结束后才迎来18岁生日的JKL会像火焰一样逐渐升腾。 IG！冲吧！Rise ！！！,2018年10月23日,10.1万,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
亲热天堂1,我希望明年的今天我看到的mv是一个200斤的胖子手持弩箭登上巅峰,2018年9月28日,88204,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
灰鹰三号,"Letme摸了摸羊角，合上手中的秘籍；倚靠着水晶的Karsa将Mlxg递来的红色布条蒙上，狼灵隐没；Xiaohu从血池中拾起了那枚遗落的符文,骑上阿福；身着羽裳的Ming笑着喝完了杯中的酒;身后，Uzi正装载圣银弩箭，虚空甲壳在身上蔓延；Mlxg拔起军旗，双臂一挥，天地昏暗:“让我们来猎杀那些陷入黑暗中的人吧”",2018年9月28日,81478,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
灰鹰三号,想给RNG写个结尾，可是再多的言语也难以描述今天的失败与此刻的心情。只想到一句话,2018年10月20日,52167,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
加籘惠,初问道，既巅峰，意气风发一少年。后低谷，亦蛰伏，两年三载为哪般。曾，诸人厌憎，几经辗转。今，满堂喝彩，一飞冲天。悠悠六载时光，青葱少年已生须髯。沉沦冬蛰仍不悔，此朝一踏进门来。吾将六年磨一剑，自当一剑斩旧王。 这个时代叫UZI,2018年9月28日,45375,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
飞天牛魔王,然鹅，如果你用玩LOL的时间来背英语，不知道能多背多少单词😂,2018年12月20日,40456,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
低调酱同学,2016，一个盲僧，一个奥拉夫，一串耻辱的数字。2017，一个克格莫，一个青钢影，一个赛区绝境中最后的救赎。2018，一个卡莎，一个奥恩，一座迟来六年的冠军。 我希望今年S8我们LPL可以在世界全球总决赛的舞台上大声的喊出那一句我们是冠军🏆 这一次我们必将传奇！,2018年9月29日,35929,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
周泳辰,传奇还在继续 王朝已经建立The best ad Carry Uzi！等一个漫天肥羽等一个UN冠军皮肤,2018年9月28日,29979,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
妩媚的阿狸i,我敢说玩LOL的就TM只有你知道这个词,2018年12月21日,26324,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
帐号已注销,一听到比赛上某个选手的精彩操作震撼全场粉丝们的高能欢呼声，还有这些高质量的音乐，总是想流出激动的泪水，但是在某个点又被止住了，可能是自己的渺小无能吧，长时间活在消极的自卑中，唯一拿的出手的游戏被人天天说成网瘾少年，为什么我在意的点永远不被人认可。,2018年9月28日,24477,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
武器大师-贾克斯,登封造极境 无畏造英雄 LPL up up,2018年9月28日,21257,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
猪猪-man,lpl在s赛两次最好的成绩都是他带来的，今年他能突破自己吗？,2018年9月28日,13456,RISE（登峰造极境—英雄联盟2018全球总决赛主题曲）,The Glitch Mob/Mako/The Word Alive,111
李子豪HtFR,"“我最后再说一句, 这一切已经与你没有任何关系.”",2018年9月18日,14.4万,R.,李子豪(HtFR)/大喜,111
NEWc3,旋律是个神奇的东西 耳朵收到最好的礼物,2018年9月18日,81415,R.,李子豪(HtFR)/大喜,111
暮色来迟,"张爱玲说:""你再怎样差劲也会有一人爱你."" ​​​​",2018年9月18日,65739,R.,李子豪(HtFR)/大喜,111
龙志栋,就像《One Day》里安妮海瑟薇的一句台词 我无法控制自己对你的难以忘怀 可是我关于你的一切已经再也没有了期待🔫,2018年9月19日,47613,R.,李子豪(HtFR)/大喜,111
金宇晨Yates,熬夜等到现在！！抢到了前排立刻加歌单！！！,2018年9月18日,28930,R.,李子豪(HtFR)/大喜,111
心碎老头_杨小頔,有关于雨 无关于你 那是封过往的信,2018年9月18日,24271,R.,李子豪(HtFR)/大喜,111
李子豪HtFR,真的很抱歉让你们等的太久了,2018年9月18日,22235,R.,李子豪(HtFR)/大喜,111
毛毛婷好,想陪你深夜酒 清晨粥,2018年9月23日,19419,R.,李子豪(HtFR)/大喜,111
-Fish7-,“該來的良人總會來 就如你一般.”,2018年9月18日,18389,R.,李子豪(HtFR)/大喜,111
Kudokushi,为情所困的人都不觉得困,2018年9月18日,17806,R.,李子豪(HtFR)/大喜,111
旧赎,如果打不通他的电话 记得打给我 我一定接,2018年9月18日,14839,R.,李子豪(HtFR)/大喜,111
